"PartID","Description","Category","Value","Symbol","Footprint","Distributor","Distributor Part#","Manufacturer","Manufacturer Part#","Package","Resistance","Power","Tolerance","Stock","Datasheet"
"C27834","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 5.1kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","5K1","symbol:R0402","footprint:R0805","LCSC","C27834","UNI-ROYAL(Uniroyal Elec)","0805W8F5101T5E","C0805","5.1kΩ","125mW","±1%","782100","https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F5101T5E_C27834.pdf"
"C96345","125mW Thick Film Resistors 150V ±5% 0Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","0R","symbol:R0402","footprint:R0805","LCSC","C96345","YAGEO","RC0805JR-070RL","C0805","0Ω","125mW","±5%","779903","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0805JR-070RL_C96345.pdf"
"C102018","125mW Thick Film Resistors 150V ±5% ±200ppm/℃ 47kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","47K","symbol:R0402","footprint:R0805","LCSC","C102018","LIZ Elec","CR0805J80473G","C0805","47kΩ","125mW","±5%","764400","https://datasheet.lcsc.com/lcsc/2304140030_LIZ-Elec-CR0805J80473G_C102018.pdf"
"C95781","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 1kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","1K","symbol:R0402","footprint:R0805","LCSC","C95781","YAGEO","RC0805FR-071KL","C0805","1kΩ","125mW","±1%","709849","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0805FR-071KL_C95781.pdf"
"C103909","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 100Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","100R","symbol:R0402","footprint:R0805","LCSC","C103909","RALEC","RTT05101JTP","C0805","100Ω","125mW","±5%","552800","https://datasheet.lcsc.com/lcsc/2304140030_RALEC-RTT05101JTP_C103909.pdf"
"C96346","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 100kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","100K","symbol:R0402","footprint:R0805","LCSC","C96346","YAGEO","RC0805FR-07100KL","C0805","100kΩ","125mW","±1%","542457","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0805FR-07100KL_C96346.pdf"
"C17520","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 2.2kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","2K2","symbol:R0402","footprint:R0805","LCSC","C17520","UNI-ROYAL(Uniroyal Elec)","0805W8F2201T5E","C0805","2.2kΩ","125mW","±1%","519500","https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2201T5E_C17520.pdf"
"C17661","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 3kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","3K","symbol:R0402","footprint:R0805","LCSC","C17661","UNI-ROYAL(Uniroyal Elec)","0805W8F3001T5E","C0805","3kΩ","125mW","±1%","517400","https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3001T5E_C17661.pdf"
"C26010","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 3.3kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","3K3","symbol:R0402","footprint:R0805","LCSC","C26010","UNI-ROYAL(Uniroyal Elec)","0805W8F3301T5E","C0805","3.3kΩ","125mW","±1%","493600","https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0805W8F3301T5E_C26010.pdf"
"C25278","125mW Thick Film Resistors 150V ±5% ±200ppm/℃ 10Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","10R","symbol:R0402","footprint:R0805","LCSC","C25278","UNI-ROYAL(Uniroyal Elec)","0805W8J0100T5E","C0805","10Ω","125mW","±5%","493200","https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0805W8J0100T5E_C25278.pdf"
"C103956","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 1.2kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","1K2","symbol:R0402","footprint:R0805","LCSC","C103956","RALEC","RTT05122JTP","C0805","1.2kΩ","125mW","±5%","489400","https://datasheet.lcsc.com/lcsc/2304140030_RALEC-RTT05122JTP_C103956.pdf"
"C17621","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 30kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","30K","symbol:R0402","footprint:R0805","LCSC","C17621","UNI-ROYAL(Uniroyal Elec)","0805W8F3002T5E","C0805","30kΩ","125mW","±1%","486600","https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F3002T5E_C17621.pdf"
"C17724","125mW Thick Film Resistors 150V ±1% ±400ppm/℃ 5.1Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","5R1","symbol:R0402","footprint:R0805","LCSC","C17724","UNI-ROYAL(Uniroyal Elec)","0805W8F510KT5E","C0805","5.1Ω","125mW","±1%","472700","https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F510KT5E_C17724.pdf"
"C2930231","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 10kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","10K","symbol:R0402","footprint:R0805","LCSC","C2930231","FOJAN","FRC0805J103TS","C0805","10kΩ","125mW","±5%","445600","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805J103TS_C2930231.pdf"
"C17604","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 2kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","2K","symbol:R0402","footprint:R0805","LCSC","C17604","UNI-ROYAL(Uniroyal Elec)","0805W8F2001T5E","C0805","2kΩ","125mW","±1%","443700","https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2001T5E_C17604.pdf"
"C17539","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 200kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","200K","symbol:R0402","footprint:R0805","LCSC","C17539","UNI-ROYAL(Uniroyal Elec)","0805W8F2003T5E","C0805","200kΩ","125mW","±1%","432400","https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2003T5E_C17539.pdf"
"C1359","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 2kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","2K","symbol:R0402","footprint:R0805","LCSC","C1359","UNI-ROYAL(Uniroyal Elec)","0805W8J0202T5E","C0805","2kΩ","125mW","±5%","420000","https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0805W8J0202T5E_C1359.pdf"
"C25317","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 510Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","510R","symbol:R0402","footprint:R0805","LCSC","C25317","UNI-ROYAL(Uniroyal Elec)","0805W8J0511T5E","C0805","510Ω","125mW","±5%","417900","https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0805W8J0511T5E_C25317.pdf"
"C25277","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 100Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","100R","symbol:R0402","footprint:R0805","LCSC","C25277","UNI-ROYAL(Uniroyal Elec)","0805W8J0101T5E","C0805","100Ω","125mW","±5%","415700","https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0805W8J0101T5E_C25277.pdf"
"C100046","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 1kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","1K","symbol:R0402","footprint:R0805","LCSC","C100046","YAGEO","RC0805JR-071KL","C0805","1kΩ","125mW","±5%","411800","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0805JR-071KL_C100046.pdf"
"C110775","125mW Thin Film Resistor 150V ±25ppm/℃ ±0.1% 10kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","10K","symbol:R0402","footprint:R0805","LCSC","C110775","YAGEO","RT0805BRD0710KL","C0805","10kΩ","125mW","±0.1%","397260","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RT0805BRD0710KL_C110775.pdf"
"C17713","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 47kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","47K","symbol:R0402","footprint:R0805","LCSC","C17713","UNI-ROYAL(Uniroyal Elec)","0805W8F4702T5E","C0805","47kΩ","125mW","±1%","396300","https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F4702T5E_C17713.pdf"
"C115309","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 10kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","10K","symbol:R0402","footprint:R0805","LCSC","C115309","FH (Guangdong Fenghua Advanced Tech)","RS-05K1002FT","C0805","10kΩ","125mW","±1%","387200","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-RS-05K1002FT_C115309.pdf"
"C3016671","125mW Thick Film Resistors 150V ±1% 1.54kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","1K54","symbol:R0402","footprint:R0805","LCSC","C3016671","VO","SCR0805F1K54","C0805","1.54kΩ","125mW","±1%","361500","https://datasheet.lcsc.com/lcsc/2206021200_VO-SCR0805F1K54_C3016671.pdf"
"C17437","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 120Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","120R","symbol:R0402","footprint:R0805","LCSC","C17437","UNI-ROYAL(Uniroyal Elec)","0805W8F1200T5E","C0805","120Ω","125mW","±1%","343500","https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1200T5E_C17437.pdf"
"C25295","125mW Thick Film Resistors 150V ±5% ±200ppm/℃ 22Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","22R","symbol:R0402","footprint:R0805","LCSC","C25295","UNI-ROYAL(Uniroyal Elec)","0805W8J0220T5E","C0805","22Ω","125mW","±5%","341500","https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0805W8J0220T5E_C25295.pdf"
"C4310","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 1.5kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","1K5","symbol:R0402","footprint:R0805","LCSC","C4310","UNI-ROYAL(Uniroyal Elec)","0805W8F1501T5E","C0805","1.5kΩ","125mW","±1%","340400","https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1501T5E_C4310.pdf"
"C2907295","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 1kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","1K","symbol:R0402","footprint:R0805","LCSC","C2907295","FOJAN","FRC0805J102 TS","C0805","1kΩ","125mW","±5%","337200","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805J102-TS_C2907295.pdf"
"C114566","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 20kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","20K","symbol:R0402","footprint:R0805","LCSC","C114566","YAGEO","RC0805FR-0720KL","C0805","20kΩ","125mW","±1%","335995","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0805FR-0720KL_C114566.pdf"
"C17540","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 200Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","200R","symbol:R0402","footprint:R0805","LCSC","C17540","UNI-ROYAL(Uniroyal Elec)","0805W8F2000T5E","C0805","200Ω","125mW","±1%","325900","https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2000T5E_C17540.pdf"
"C217766","125mW Thin Film Resistor 100V ±25ppm/℃ ±1% 100Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","100R","symbol:R0402","footprint:R0805","LCSC","C217766","Viking Tech","ARG05FTC1000","C0805","100Ω","125mW","±1%","323600","https://datasheet.lcsc.com/lcsc/2304140030_Viking-Tech-ARG05FTC1000_C217766.pdf"
"C137463","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 1.5MΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","1M5","symbol:R0402","footprint:R0805","LCSC","C137463","YAGEO","RC0805JR-071M5L","C0805","1.5MΩ","125mW","±5%","320400","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0805JR-071M5L_C137463.pdf"
"C17617","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 300Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","300R","symbol:R0402","footprint:R0805","LCSC","C17617","UNI-ROYAL(Uniroyal Elec)","0805W8F3000T5E","C0805","300Ω","125mW","±1%","319400","https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3000T5E_C17617.pdf"
"C25288","125mW Thick Film Resistors 150V ±5% ±200ppm/℃ 1Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","1R","symbol:R0402","footprint:R0805","LCSC","C25288","UNI-ROYAL(Uniroyal Elec)","0805W8J010JT5E","C0805","1Ω","125mW","±5%","316100","https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0805W8J010JT5E_C25288.pdf"
"C17630","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 330Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","330R","symbol:R0402","footprint:R0805","LCSC","C17630","UNI-ROYAL(Uniroyal Elec)","0805W8F3300T5E","C0805","330Ω","125mW","±1%","312700","https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F3300T5E_C17630.pdf"
"C17798","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 680Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","680R","symbol:R0402","footprint:R0805","LCSC","C17798","UNI-ROYAL(Uniroyal Elec)","0805W8F6800T5E","C0805","680Ω","125mW","±1%","312400","https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F6800T5E_C17798.pdf"
"C406725","125mW Thin Film Resistor 100V ±25ppm/℃ ±0.1% 10kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","10K","symbol:R0402","footprint:R0805","LCSC","C406725","Viking Tech","ARG05BTC1002","C0805","10kΩ","125mW","±0.1%","309160","https://datasheet.lcsc.com/lcsc/2304140030_Viking-Tech-ARG05BTC1002_C406725.pdf"
"C17475","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 15kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","15K","symbol:R0402","footprint:R0805","LCSC","C17475","UNI-ROYAL(Uniroyal Elec)","0805W8F1502T5E","C0805","15kΩ","125mW","±1%","307200","https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1502T5E_C17475.pdf"
"C2907288","125mW Thick Film Resistors 150V ±5% 0Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","0R","symbol:R0402","footprint:R0805","LCSC","C2907288","FOJAN","FRC0805P000 TS","C0805","0Ω","125mW","±5%","296301","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805P000-TS_C2907288.pdf"
"C25270","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 180Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","180R","symbol:R0402","footprint:R0805","LCSC","C25270","UNI-ROYAL(Uniroyal Elec)","0805W8F1800T5E","C0805","180Ω","125mW","±1%","296200","https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0805W8F1800T5E_C25270.pdf"
"C17634","125mW Thick Film Resistors 150V ±1% ±200ppm/℃ 33Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","33R","symbol:R0402","footprint:R0805","LCSC","C17634","UNI-ROYAL(Uniroyal Elec)","0805W8F330JT5E","C0805","33Ω","125mW","±1%","296100","https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F330JT5E_C17634.pdf"
"C115316","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 1kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","1K","symbol:R0402","footprint:R0805","LCSC","C115316","FH (Guangdong Fenghua Advanced Tech)","RS-05K1001FT","C0805","1kΩ","125mW","±1%","291500","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-RS-05K1001FT_C115316.pdf"
"C5126231","125mW Thick Film Resistors ±200ppm/℃ ±1% 30MΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","30M","symbol:R0402","footprint:R0805","LCSC","C5126231","FOJAN","FRG0805F3005TS","C0805","30MΩ","125mW","±1%","286450","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRG0805F3005TS_C5126231.pdf"
"C100047","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 10kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","10K","symbol:R0402","footprint:R0805","LCSC","C100047","YAGEO","RC0805JR-0710KL","C0805","10kΩ","125mW","±5%","283300","https://datasheet.lcsc.com/lcsc/1810171610_YAGEO-RC0805JR-0710KL_C100047.pdf"
"C96347","125mW Thick Film Resistors 150V ±1% ±200ppm/℃ 10Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","10R","symbol:R0402","footprint:R0805","LCSC","C96347","YAGEO","RC0805FR-0710RL","C0805","10Ω","125mW","±1%","276300","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0805FR-0710RL_C96347.pdf"
"C17544","125mW Thick Film Resistors 150V ±1% ±200ppm/℃ 20Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","20R","symbol:R0402","footprint:R0805","LCSC","C17544","UNI-ROYAL(Uniroyal Elec)","0805W8F200JT5E","C0805","20Ω","125mW","±1%","274100","https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F200JT5E_C17544.pdf"
"C17379","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 1.2kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","1K2","symbol:R0402","footprint:R0805","LCSC","C17379","UNI-ROYAL(Uniroyal Elec)","0805W8F1201T5E","C0805","1.2kΩ","125mW","±1%","271600","https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1201T5E_C17379.pdf"
"C25294","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 220Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","220R","symbol:R0402","footprint:R0805","LCSC","C25294","UNI-ROYAL(Uniroyal Elec)","0805W8J0221T5E","C0805","220Ω","125mW","±5%","269400","https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0805W8J0221T5E_C25294.pdf"
"C2907329","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 470Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","470R","symbol:R0402","footprint:R0805","LCSC","C2907329","FOJAN","FRC0805J471 TS","C0805","470Ω","125mW","±5%","267300","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805J471-TS_C2907329.pdf"
"C26023","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 5.1kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","5K1","symbol:R0402","footprint:R0805","LCSC","C26023","UNI-ROYAL(Uniroyal Elec)","0805W8J0512T5E","C0805","5.1kΩ","125mW","±5%","263600","https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0805W8J0512T5E_C26023.pdf"
"C104213","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 300kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","300K","symbol:R0402","footprint:R0805","LCSC","C104213","RALEC","RTT05304JTP","C0805","300kΩ","125mW","±5%","258800","https://datasheet.lcsc.com/lcsc/2304140030_RALEC-RTT05304JTP_C104213.pdf"
"C17557","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 220Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","220R","symbol:R0402","footprint:R0805","LCSC","C17557","UNI-ROYAL(Uniroyal Elec)","0805W8F2200T5E","C0805","220Ω","125mW","±1%","244500","https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2200T5E_C17557.pdf"
"C29252","125mW Thick Film Resistors 150V ±100ppm/℃ ±5% 47kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","47K","symbol:R0402","footprint:R0805","LCSC","C29252","UNI-ROYAL(Uniroyal Elec)","0805W8J0473T5E","C0805","47kΩ","125mW","±5%","241100","https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8J0473T5E_C29252.pdf"
"C17471","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 150Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","150R","symbol:R0402","footprint:R0805","LCSC","C17471","UNI-ROYAL(Uniroyal Elec)","0805W8F1500T5E","C0805","150Ω","125mW","±1%","239900","https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1500T5E_C17471.pdf"
"C881029","125mW Thin Film Resistor ±0.5% ±50ppm/℃ 10Ω 0805  Chip Resistor - Surface Mount ROHS","Resistor","10R","symbol:R0402","footprint:R0805","LCSC","C881029","Ever Ohms Tech","TR0805D10R0P0550Z","C0805","10Ω","125mW","±0.5%","236350","https://datasheet.lcsc.com/lcsc/2304140030_Ever-Ohms-Tech-TR0805D10R0P0550Z_C881029.pdf"
"C114531","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 3.3kΩ 0805  Chip Resistor - Surface Mount ROHS","Resistor","3K3","symbol:R0402","footprint:R0805","LCSC","C114531","YAGEO","RC0805FR-073K3L","C0805","3.3kΩ","125mW","±1%","235200","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0805FR-073K3L_C114531.pdf"
