"PartID","Description","Category","Value","Symbol","Footprint","Distributor","Distributor Part#","Manufacturer","Manufacturer Part#","Package","Capacitance","Voltage","Material","Tolerance","Stock","Datasheet"
"C24497","50V 100nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","100nF","symbol:C0402","footprint:C1206","LCSC","C24497","Samsung Electro-Mechanics","CL31B104KBCNNNC","C1206","100nF","50V","X7R","±10%","233644","https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL31B104KBCNNNC_C24497.pdf"
"C710468","450V 100nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","100nF","symbol:C0402","footprint:C1206","LCSC","C710468","HUI JU","NM1206B104K451CEGN","C1206","100nF","450V","X7R","±10%","231720","https://datasheet.lcsc.com/lcsc/2304140030_HUI-JU-NM1206B104K451CEGN_C710468.pdf"
"C77498","1kV 10nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10nF","symbol:C0402","footprint:C1206","LCSC","C77498","Walsin Tech Corp","1206B103K102CT","C1206","10nF","1kV","X7R","±10%","219650",""
"C90538","25V 10uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C90538","FH (Guangdong Fenghua Advanced Tech)","1206B106K250NT","C1206","10uF","25V","X7R","±10%","214280","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B106K250NT_C90538.pdf"
"C312983","10V 100uF X5R ±20% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","100uF","symbol:C0402","footprint:C1206","LCSC","C312983","Murata Electronics","GRM31CR61A107ME05L","C1206","100uF","10V","X5R","±20%","202620","https://datasheet.lcsc.com/lcsc/1811061115_Murata-Electronics-GRM31CR61A107ME05L_C312983.pdf"
"C107181","100V 100nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","100nF","symbol:C0402","footprint:C1206","LCSC","C107181","YAGEO","CC1206KKX7R0BB104","C1206","100nF","100V","X7R","±10%","194330","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-CC1206KKX7R0BB104_C107181.pdf"
"C9191","1kV 2.2nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","2.2nF","symbol:C0402","footprint:C1206","LCSC","C9191","FH (Guangdong Fenghua Advanced Tech)","1206B222K102NT","C1206","2.2nF","1kV","X7R","±10%","192450","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B222K102NT_C9191.pdf"
"C313095","16V 4.7uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","4.7uF","symbol:C0402","footprint:C1206","LCSC","C313095","FH (Guangdong Fenghua Advanced Tech)","1206B475K160NT","C1206","4.7uF","16V","X7R","±10%","192000","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B475K160NT_C313095.pdf"
"C132148","25V 4.7uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","4.7uF","symbol:C0402","footprint:C1206","LCSC","C132148","FH (Guangdong Fenghua Advanced Tech)","1206B475K250NT","C1206","4.7uF","25V","X7R","±10%","187170",""
"C68361","6.3V 47uF X5R ±20% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","47uF","symbol:C0402","footprint:C1206","LCSC","C68361","Samsung Electro-Mechanics","CL31A476MQHNNNE","C1206","47uF","6.3V","X5R","±20%","180620","https://datasheet.lcsc.com/lcsc/1810221121_Samsung-Electro-Mechanics-CL31A476MQHNNNE_C68361.pdf"
"C28322","25V 1uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","1uF","symbol:C0402","footprint:C1206","LCSC","C28322","Samsung Electro-Mechanics","CL31B105KAHNNNE","C1206","1uF","25V","X7R","±10%","177340","https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL31B105KAHNNNE_C28322.pdf"
"C77092","50V 10uF X5R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C77092","Murata Electronics","GRM31CR61H106KA12L","C1206","10uF","50V","X5R","±10%","175240","https://datasheet.lcsc.com/lcsc/2304140030_Murata-Electronics-GRM31CR61H106KA12L_C77092.pdf"
"C29823","50V 4.7uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","4.7uF","symbol:C0402","footprint:C1206","LCSC","C29823","FH (Guangdong Fenghua Advanced Tech)","1206B475K500NT","C1206","4.7uF","50V","X7R","±10%","166050","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B475K500NT_C29823.pdf"
"C107192","1kV 10nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10nF","symbol:C0402","footprint:C1206","LCSC","C107192","YAGEO","CC1206KKX7RCBB103","C1206","10nF","1kV","X7R","±10%","162647","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-CC1206KKX7RCBB103_C107192.pdf"
"C89632","50V 10uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C89632","Samsung Electro-Mechanics","CL31B106KBHNNNE","C1206","10uF","50V","X7R","±10%","159570","https://datasheet.lcsc.com/lcsc/1810221111_Samsung-Electro-Mechanics-CL31B106KBHNNNE_C89632.pdf"
"C577211","100V 2.2uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","2.2uF","symbol:C0402","footprint:C1206","LCSC","C577211","YAGEO","CC1206KKX7R0BB225","C1206","2.2uF","100V","X7R","±10%","159160","https://datasheet.lcsc.com/lcsc/2112151030_YAGEO-CC1206KKX7R0BB225_C577211.pdf"
"C107191","1kV 1nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","1nF","symbol:C0402","footprint:C1206","LCSC","C107191","YAGEO","CC1206KKX7RCBB102","C1206","1nF","1kV","X7R","±10%","157600","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-CC1206KKX7RCBB102_C107191.pdf"
"C5672","10V 22uF X5R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","22uF","symbol:C0402","footprint:C1206","LCSC","C5672","Samsung Electro-Mechanics","CL31A226KPHNNNE","C1206","22uF","10V","X5R","±10%","157498","https://datasheet.lcsc.com/lcsc/1810221121_Samsung-Electro-Mechanics-CL31A226KPHNNNE_C5672.pdf"
"C1849","16V 10uF X5R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C1849","Samsung Electro-Mechanics","CL31A106KOHNNNE","C1206","10uF","16V","X5R","±10%","156361","https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL31A106KOHNNNE_C1849.pdf"
"C77096","50V 4.7uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","4.7uF","symbol:C0402","footprint:C1206","LCSC","C77096","Murata Electronics","GRM31CR71H475KA12L","C1206","4.7uF","50V","X7R","±10%","149118","https://datasheet.lcsc.com/lcsc/2304140030_Murata-Electronics-GRM31CR71H475KA12L_C77096.pdf"
"C92853","50V 4.7uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","4.7uF","symbol:C0402","footprint:C1206","LCSC","C92853","Taiyo Yuden","UMK316AB7475KL-T","C1206","4.7uF","50V","X7R","±10%","134860","https://datasheet.lcsc.com/lcsc/1912111437_Taiyo-Yuden-UMK316AB7475KL-T_C92853.pdf"
"C5186850","250V 33nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","33nF","symbol:C0402","footprint:C1206","LCSC","C5186850","Chinocera","HHV1206R7333K251NSLJ","C1206","33nF","250V","X7R","±10%","132900","https://datasheet.lcsc.com/lcsc/2403201121_Chinocera-HHV1206R7333K251NSLJ_C5186850.pdf"
"C51205","50V 4.7uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","4.7uF","symbol:C0402","footprint:C1206","LCSC","C51205","Samsung Electro-Mechanics","CL31B475KBHNNNE","C1206","4.7uF","50V","X7R","±10%","131889","https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL31B475KBHNNNE_C51205.pdf"
"C93059","25V 10uF X5R ±20% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C93059","FH (Guangdong Fenghua Advanced Tech)","1206X106M250NT","C1206","10uF","25V","X5R","±20%","129040","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206X106M250NT_C93059.pdf"
"C1941","1kV 1nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","1nF","symbol:C0402","footprint:C1206","LCSC","C1941","FH (Guangdong Fenghua Advanced Tech)","1206B102K102NT","C1206","1nF","1kV","X7R","±10%","118050","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B102K102NT_C1941.pdf"
"C77502","100V 100nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","100nF","symbol:C0402","footprint:C1206","LCSC","C77502","Walsin Tech Corp","1206B104K101CT","C1206","100nF","100V","X7R","±10%","113350","https://datasheet.lcsc.com/lcsc/2304140030_Walsin-Tech-Corp-1206B104K101CT_C77502.pdf"
"C976252","2kV 10nF ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10nF","symbol:C0402","footprint:C1206","LCSC","C976252","HUI JU","NV1206B103K202CEGN","C1206","10nF","2kV","-","±10%","103690","https://datasheet.lcsc.com/lcsc/2201131430_HUI-JU-NV1206B103K202CEGN_C976252.pdf"
"C170101","100V 2.2uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","2.2uF","symbol:C0402","footprint:C1206","LCSC","C170101","Samsung Electro-Mechanics","CL31B225KCHSNNE","C1206","2.2uF","100V","X7R","±10%","101035","https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL31B225KCHSNNE_C170101.pdf"
"C2909525","250V 100nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","100nF","symbol:C0402","footprint:C1206","LCSC","C2909525","FH (Guangdong Fenghua Advanced Tech)","1206B104K251NT","C1206","100nF","250V","X7R","±10%","95400","https://datasheet.lcsc.com/lcsc/2110272130_FH--Guangdong-Fenghua-Advanced-Tech-1206B104K251NT_C2909525.pdf"
"C9194","1kV 10nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10nF","symbol:C0402","footprint:C1206","LCSC","C9194","FH (Guangdong Fenghua Advanced Tech)","1206B103K102NT","C1206","10nF","1kV","X7R","±10%","93850","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B103K102NT_C9194.pdf"
"C96123","10V 47uF X5R ±20% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","47uF","symbol:C0402","footprint:C1206","LCSC","C96123","Samsung Electro-Mechanics","CL31A476MPHNNNE","C1206","47uF","10V","X5R","±20%","91580","https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL31A476MPHNNNE_C96123.pdf"
"C412252","6.3V 220uF X5R ±20% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","220uF","symbol:C0402","footprint:C1206","LCSC","C412252","Murata Electronics","GRM31CR60J227ME11L","C1206","220uF","6.3V","X5R","±20%","88978","https://datasheet.lcsc.com/lcsc/2304140030_Murata-Electronics-GRM31CR60J227ME11L_C412252.pdf"
"C107173","1kV 100pF NP0 ±5% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","100pF","symbol:C0402","footprint:C1206","LCSC","C107173","YAGEO","CC1206JKNPOCBN101","C1206","100pF","1kV","NP0","±5%","87150","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-CC1206JKNPOCBN101_C107173.pdf"
"C2858005","25V 22uF X5R ±20% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","22uF","symbol:C0402","footprint:C1206","LCSC","C2858005","FH (Guangdong Fenghua Advanced Tech)","1206X226M250NT","C1206","22uF","25V","X5R","±20%","86400",""
"C1846","50V 10nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10nF","symbol:C0402","footprint:C1206","LCSC","C1846","FH (Guangdong Fenghua Advanced Tech)","1206B103K500NT","C1206","10nF","50V","X7R","±10%","83850","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B103K500NT_C1846.pdf"
"C77090","25V 10uF X5R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C77090","Murata Electronics","GRM31CR61E106KA12L","C1206","10uF","25V","X5R","±10%","83350","https://datasheet.lcsc.com/lcsc/2204121115_Murata-Electronics-GRM31CR61E106KA12L_C77090.pdf"
"C513771","16V 22uF X5R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","22uF","symbol:C0402","footprint:C1206","LCSC","C513771","Samwha Capacitor","CS3216X5R226K160NRI","C1206","22uF","16V","X5R","±10%","81500","https://datasheet.lcsc.com/lcsc/2005291832_Samwha-Capacitor-CS3216X5R226K160NRI_C513771.pdf"
"C9188","1kV 100pF C0G ±5% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","100pF","symbol:C0402","footprint:C1206","LCSC","C9188","FH (Guangdong Fenghua Advanced Tech)","1206CG101J102NT","C1206","100pF","1kV","C0G","±5%","79400","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206CG101J102NT_C9188.pdf"
"C329928","50V 10uF X5R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C329928","TDK","C3216X5R1H106KT000N","C1206","10uF","50V","X5R","±10%","78555","https://datasheet.lcsc.com/lcsc/2304140030_TDK-C3216X5R1H106KT000N_C329928.pdf"
"C444884","50V 1uF X5R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","1uF","symbol:C0402","footprint:C1206","LCSC","C444884","Samsung Electro-Mechanics","CL31A105KB9LNNC","C1206","1uF","50V","X5R","±10%","77850","https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL31A105KB9LNNC_C444884.pdf"
"C725802","200V 470nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","470nF","symbol:C0402","footprint:C1206","LCSC","C725802","HUI JU","NM1206B474K201CEGN","C1206","470nF","200V","X7R","±10%","75770","https://datasheet.lcsc.com/lcsc/2304140030_HUI-JU-NM1206B474K201CEGN_C725802.pdf"
"C880619","100V 15nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","15nF","symbol:C0402","footprint:C1206","LCSC","C880619","CCTC","TCC1206X7R153K101DT","C1206","15nF","100V","X7R","±10%","74750","https://datasheet.lcsc.com/lcsc/2304140030_CCTC-TCC1206X7R153K101DT_C880619.pdf"
"C7432781","50V 10uF X5R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C7432781","Chinocera","HGC1206R5106K500NSPJ","C1206","10uF","50V","X5R","±10%","73940","https://datasheet.lcsc.com/lcsc/2403201122_Chinocera-HGC1206R5106K500NSPJ_C7432781.pdf"
"C454102","35V 10uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C454102","Taiyo Yuden","GMK316AB7106KL-TR","C1206","10uF","35V","X7R","±10%","73940","https://datasheet.lcsc.com/lcsc/2402230923_Taiyo-Yuden-GMK316AB7106KL-TR_C454102.pdf"
"C172351","16V 47uF X5R ±20% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","47uF","symbol:C0402","footprint:C1206","LCSC","C172351","FH (Guangdong Fenghua Advanced Tech)","1206X476M160NT","C1206","47uF","16V","X5R","±20%","72865","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206X476M160NT_C172351.pdf"
"C87996","10V 22uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","22uF","symbol:C0402","footprint:C1206","LCSC","C87996","Samsung Electro-Mechanics","CL31B226KPHNNNE","C1206","22uF","10V","X7R","±10%","72440","https://datasheet.lcsc.com/lcsc/2304140030_Samsung-Electro-Mechanics-CL31B226KPHNNNE_C87996.pdf"
"C77494","2kV 1nF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","1nF","symbol:C0402","footprint:C1206","LCSC","C77494","Walsin Tech Corp","1206B102K202","C1206","1nF","2kV","X7R","±10%","71450",""
"C107177","1kV 470pF NP0 ±5% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","470pF","symbol:C0402","footprint:C1206","LCSC","C107177","YAGEO","CC1206JKNPOCBN471","C1206","470pF","1kV","NP0","±5%","67620","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-CC1206JKNPOCBN471_C107177.pdf"
"C513774","50V 10uF X5R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C513774","Samwha Capacitor","CS3216X5R106K500NRI","C1206","10uF","50V","X5R","±10%","67580","https://datasheet.lcsc.com/lcsc/2005191033_Samwha-Capacitor-CS3216X5R106K500NRI_C513774.pdf"
"C70462","25V 10uF X7R ±10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS","Capacitor","10uF","symbol:C0402","footprint:C1206","LCSC","C70462","YAGEO","CC1206KKX7R8BB106","C1206","10uF","25V","X7R","±10%","66580","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-CC1206KKX7R8BB106_C70462.pdf"
