"PartID","Description","Category","Value","Symbol","Footprint","Distributor","Distributor Part#","Manufacturer","Manufacturer Part#","Package","Resistance","Power","Tolerance","Stock","Datasheet"
"C155745","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 240Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","240R","symbol:R0402","footprint:R0201","LCSC","C155745","YAGEO","RC0201FR-07240RL","C0201","240Ω","50mW","±1%","337700","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07240RL_C155745.pdf"
"C155744","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 49.9Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","49R9","symbol:R0402","footprint:R0201","LCSC","C155744","YAGEO","RC0201FR-0749R9L","C0201","49.9Ω","50mW","±1%","325400","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-0749R9L_C155744.pdf"
"C77623","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 100Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","100R","symbol:R0402","footprint:R0201","LCSC","C77623","YAGEO","RC0201FR-07100RL","C0201","100Ω","50mW","±1%","316795","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07100RL_C77623.pdf"
"C270364","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 100kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","100K","symbol:R0402","footprint:R0201","LCSC","C270364","UNI-ROYAL(Uniroyal Elec)","0201WMF1003TEE","C0201","100kΩ","50mW","±1%","264900","https://datasheet.lcsc.com/lcsc/2205311945_UNI-ROYAL-Uniroyal-Elec-0201WMF1003TEE_C270364.pdf"
"C270359","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 200Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","200R","symbol:R0402","footprint:R0201","LCSC","C270359","UNI-ROYAL(Uniroyal Elec)","0201WMF2000TEE","C0201","200Ω","50mW","±1%","229800","https://datasheet.lcsc.com/lcsc/2205311945_UNI-ROYAL-Uniroyal-Elec-0201WMF2000TEE_C270359.pdf"
"C131396","50mW Thick Film Resistors 25V ±5% ±200ppm/℃ 1kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","1K","symbol:R0402","footprint:R0201","LCSC","C131396","YAGEO","RC0201JR-071KL","C0201","1kΩ","50mW","±5%","216100","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201JR-071KL_C131396.pdf"
"C138135","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 4.7kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","4K7","symbol:R0402","footprint:R0201","LCSC","C138135","YAGEO","RC0201FR-074K7L","C0201","4.7kΩ","50mW","±1%","188601","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-074K7L_C138135.pdf"
"C274337","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 200Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","200R","symbol:R0402","footprint:R0201","LCSC","C274337","YAGEO","RC0201FR-07200RL","C0201","200Ω","50mW","±1%","180700","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07200RL_C274337.pdf"
"C274341","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 5.1kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","5K1","symbol:R0402","footprint:R0201","LCSC","C274341","YAGEO","RC0201FR-075K1L","C0201","5.1kΩ","50mW","±1%","177300","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-075K1L_C274341.pdf"
"C270346","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 4.7kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","4K7","symbol:R0402","footprint:R0201","LCSC","C270346","UNI-ROYAL(Uniroyal Elec)","0201WMF4701TEE","C0201","4.7kΩ","50mW","±1%","175300","https://datasheet.lcsc.com/lcsc/2205311945_UNI-ROYAL-Uniroyal-Elec-0201WMF4701TEE_C270346.pdf"
"C138163","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 200kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","200K","symbol:R0402","footprint:R0201","LCSC","C138163","YAGEO","RC0201FR-07200KL","C0201","200kΩ","50mW","±1%","162000","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07200KL_C138163.pdf"
"C138165","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 1kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","1K","symbol:R0402","footprint:R0201","LCSC","C138165","YAGEO","RC0201FR-071KL","C0201","1kΩ","50mW","±1%","130800","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-071KL_C138165.pdf"
"C274346","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 150kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","150K","symbol:R0402","footprint:R0201","LCSC","C274346","YAGEO","RC0201FR-07150KL","C0201","150kΩ","50mW","±1%","127500","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07150KL_C274346.pdf"
"C142018","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 2.2kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","2K2","symbol:R0402","footprint:R0201","LCSC","C142018","YAGEO","RC0201FR-072K2L","C0201","2.2kΩ","50mW","±1%","121887","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-072K2L_C142018.pdf"
"C6066488","Thick Film Resistors ±1% ±200ppm/℃ 10kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","10K","symbol:R0402","footprint:R0201","LCSC","C6066488","FH (Guangdong Fenghua Advanced Tech)","RC-01W1002FT","C0201","10kΩ","","±1%","106600","https://datasheet.lcsc.com/lcsc/2305040939_FH--Guangdong-Fenghua-Advanced-Tech-RC-01W1002FT_C6066488.pdf"
"C171936","50mW Thick Film Resistors 25V ±5% ±200ppm/℃ 10Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","10R","symbol:R0402","footprint:R0201","LCSC","C171936","Walsin Tech Corp","WR02X100JAL","C0201","10Ω","50mW","±5%","103440","https://datasheet.lcsc.com/lcsc/2304140030_Walsin-Tech-Corp-WR02X100JAL_C171936.pdf"
"C138117","50mW Thick Film Resistors 25V ±5% ±200ppm/℃ 10kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","10K","symbol:R0402","footprint:R0201","LCSC","C138117","YAGEO","RC0201JR-0710KL","C0201","10kΩ","50mW","±5%","92576","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201JR-0710KL_C138117.pdf"
"C102743","50mW Thick Film Resistors 25V ±5% ±200ppm/℃ 82Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","82R","symbol:R0402","footprint:R0201","LCSC","C102743","RALEC","RTT01820JTH","C0201","82Ω","50mW","±5%","80100","https://datasheet.lcsc.com/lcsc/2304140030_RALEC-RTT01820JTH_C102743.pdf"
"C138139","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 47kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","47K","symbol:R0402","footprint:R0201","LCSC","C138139","YAGEO","RC0201FR-0747KL","C0201","47kΩ","50mW","±1%","79400","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-0747KL_C138139.pdf"
"C474416","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 22kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","22K","symbol:R0402","footprint:R0201","LCSC","C474416","YAGEO","RC0201FR-0722KL","C0201","22kΩ","50mW","±1%","78700","https://datasheet.lcsc.com/lcsc/2311211101_YAGEO-RC0201FR-0722KL_C474416.pdf"
"C106230","50mW Thick Film Resistors 25V ±5% ±200ppm/℃ 100kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","100K","symbol:R0402","footprint:R0201","LCSC","C106230","YAGEO","RC0201JR-07100KL","C0201","100kΩ","50mW","±5%","67400","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201JR-07100KL_C106230.pdf"
"C295718","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 120Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","120R","symbol:R0402","footprint:R0201","LCSC","C295718","YAGEO","RC0201FR-07120RL","C0201","120Ω","50mW","±1%","66200","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07120RL_C295718.pdf"
"C334625","50mW Thick Film Resistors 0Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","0R","symbol:R0402","footprint:R0201","LCSC","C334625","Walsin Tech Corp","WR02X000PAL","C0201","0Ω","50mW","-","66200","https://datasheet.lcsc.com/lcsc/2304140030_Walsin-Tech-Corp-WR02X000PAL_C334625.pdf"
"C473517","50mW Thick Film Resistors 25V ±1% -100ppm/℃~+350ppm/℃ 2.2Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","2R2","symbol:R0402","footprint:R0201","LCSC","C473517","UNI-ROYAL(Uniroyal Elec)","0201WMF220KTEE","C0201","2.2Ω","50mW","±1%","57600","https://datasheet.lcsc.com/lcsc/2205312145_UNI-ROYAL-Uniroyal-Elec-0201WMF220KTEE_C473517.pdf"
"C18164337","50mW Thick Film Resistors ±5% 510Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","510R","symbol:R0402","footprint:R0201","LCSC","C18164337","FOJAN","FRC0201J511 TS","C0201","510Ω","50mW","±5%","57000","https://datasheet.lcsc.com/lcsc/2309141018_FOJAN-FRC0201J511-TS_C18164337.pdf"
"C270337","50mW Thick Film Resistors 25V ±5% 0Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","0R","symbol:R0402","footprint:R0201","LCSC","C270337","UNI-ROYAL(Uniroyal Elec)","0201WMJ0000TEE","C0201","0Ω","50mW","±5%","55400","https://datasheet.lcsc.com/lcsc/2205311945_UNI-ROYAL-Uniroyal-Elec-0201WMJ0000TEE_C270337.pdf"
"C270817","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 10Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","10R","symbol:R0402","footprint:R0201","LCSC","C270817","UNI-ROYAL(Uniroyal Elec)","0201WMF100JTEE","C0201","10Ω","50mW","±1%","55200","https://datasheet.lcsc.com/lcsc/2205312300_UNI-ROYAL-Uniroyal-Elec-0201WMF100JTEE_C270817.pdf"
"C270325","50mW Thick Film Resistors 25V ±5% ±200ppm/℃ 22Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","22R","symbol:R0402","footprint:R0201","LCSC","C270325","UNI-ROYAL(Uniroyal Elec)","0201WMJ0220TEE","C0201","22Ω","50mW","±5%","54500","https://datasheet.lcsc.com/lcsc/2205311945_UNI-ROYAL-Uniroyal-Elec-0201WMJ0220TEE_C270325.pdf"
"C138153","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 30kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","30K","symbol:R0402","footprint:R0201","LCSC","C138153","YAGEO","RC0201FR-0730KL","C0201","30kΩ","50mW","±1%","54400","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-0730KL_C138153.pdf"
"C716999","50mW Thick Film Resistors 0Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","0R","symbol:R0402","footprint:R0201","LCSC","C716999","PANASONIC","ERJ1GN0R00C","C0201","0Ω","50mW","","52500","https://datasheet.lcsc.com/lcsc/2011031708_PANASONIC-ERJ1GN0R00C_C716999.pdf"
"C274342","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 220Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","220R","symbol:R0402","footprint:R0201","LCSC","C274342","YAGEO","RC0201FR-07220RL","C0201","220Ω","50mW","±1%","47600","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07220RL_C274342.pdf"
"C295805","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 510kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","510K","symbol:R0402","footprint:R0201","LCSC","C295805","YAGEO","RC0201FR-07510KL","C0201","510kΩ","50mW","±1%","46400","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07510KL_C295805.pdf"
"C320497","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 100kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","100K","symbol:R0402","footprint:R0201","LCSC","C320497","FH (Guangdong Fenghua Advanced Tech)","RC-01W1003FT","C0201","100kΩ","50mW","±1%","46000","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-RC-01W1003FT_C320497.pdf"
"C295806","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 51kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","51K","symbol:R0402","footprint:R0201","LCSC","C295806","YAGEO","RC0201FR-0751KL","C0201","51kΩ","50mW","±1%","45900","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-0751KL_C295806.pdf"
"C18164321","50mW Thick Film Resistors ±1% 2kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","2K","symbol:R0402","footprint:R0201","LCSC","C18164321","FOJAN","FRC0201F2001TS","C0201","2kΩ","50mW","±1%","44500","https://datasheet.lcsc.com/lcsc/2309141018_FOJAN-FRC0201F2001TS_C18164321.pdf"
"C57784","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 510Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","510R","symbol:R0402","footprint:R0201","LCSC","C57784","YAGEO","RC0201FR-07510RL","C0201","510Ω","50mW","±1%","44300","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07510RL_C57784.pdf"
"C274879","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 8.2kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","8K2","symbol:R0402","footprint:R0201","LCSC","C274879","YAGEO","RC0201FR-078K2L","C0201","8.2kΩ","50mW","±1%","40100","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-078K2L_C274879.pdf"
"C138136","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 49.9kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","49K9","symbol:R0402","footprint:R0201","LCSC","C138136","YAGEO","RC0201FR-0749K9L","C0201","49.9kΩ","50mW","±1%","39800","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-0749K9L_C138136.pdf"
"C142008","50mW Thick Film Resistors 25V ±5% ±200ppm/℃ 4.7kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","4K7","symbol:R0402","footprint:R0201","LCSC","C142008","YAGEO","RC0201JR-074K7L","C0201","4.7kΩ","50mW","±5%","39400","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201JR-074K7L_C142008.pdf"
"C270334","50mW Thick Film Resistors 25V ±5% ±200ppm/℃ 10kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","10K","symbol:R0402","footprint:R0201","LCSC","C270334","UNI-ROYAL(Uniroyal Elec)","0201WMJ0103TEE","C0201","10kΩ","50mW","±5%","39300","https://datasheet.lcsc.com/lcsc/2205311945_UNI-ROYAL-Uniroyal-Elec-0201WMJ0103TEE_C270334.pdf"
"C274344","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 120kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","120K","symbol:R0402","footprint:R0201","LCSC","C274344","YAGEO","RC0201FR-07120KL","C0201","120kΩ","50mW","±1%","39200","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07120KL_C274344.pdf"
"C170195","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 10kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","10K","symbol:R0402","footprint:R0201","LCSC","C170195","Walsin Tech Corp","WR02X1002FAL","C0201","10kΩ","50mW","±1%","39000","https://datasheet.lcsc.com/lcsc/2304140030_Walsin-Tech-Corp-WR02X1002FAL_C170195.pdf"
"C473508","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 2.2kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","2K2","symbol:R0402","footprint:R0201","LCSC","C473508","UNI-ROYAL(Uniroyal Elec)","0201WMF2201TEE","C0201","2.2kΩ","50mW","±1%","36100","https://datasheet.lcsc.com/lcsc/2205312145_UNI-ROYAL-Uniroyal-Elec-0201WMF2201TEE_C473508.pdf"
"C274872","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 330Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","330R","symbol:R0402","footprint:R0201","LCSC","C274872","YAGEO","RC0201FR-07330RL","C0201","330Ω","50mW","±1%","35000","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07330RL_C274872.pdf"
"C295787","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 20kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","20K","symbol:R0402","footprint:R0201","LCSC","C295787","YAGEO","RC0201FR-0720KL","C0201","20kΩ","50mW","±1%","34000","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-0720KL_C295787.pdf"
"C881228","50mW Thick Film Resistors ±1% ±200ppm/℃ 698kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","698K","symbol:R0402","footprint:R0201","LCSC","C881228","Ever Ohms Tech","CR0201F698KQ15Z","C0201","698kΩ","50mW","±1%","33600","https://datasheet.lcsc.com/lcsc/2304140030_Ever-Ohms-Tech-CR0201F698KQ15Z_C881228.pdf"
"C18164341","50mW Thick Film Resistors ±5% 47kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","47K","symbol:R0402","footprint:R0201","LCSC","C18164341","FOJAN","FRC0201J473 TS","C0201","47kΩ","50mW","±5%","32800","https://datasheet.lcsc.com/lcsc/2309141018_FOJAN-FRC0201J473-TS_C18164341.pdf"
"C19078205"," 0201  Chip Resistor - Surface Mount ROHS","Resistor","","symbol:R0402","footprint:R0201","LCSC","C19078205","FH (Guangdong Fenghua Advanced Tech)","RC-01000FT","C0201","","","","32600","https://datasheet.lcsc.com/lcsc/2310231441_FH--Guangdong-Fenghua-Advanced-Tech-RC-01000FT_C19078205.pdf"
"C474187","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 5.76kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","5K76","symbol:R0402","footprint:R0201","LCSC","C474187","UNI-ROYAL(Uniroyal Elec)","0201WMF5761TEE","C0201","5.76kΩ","50mW","±1%","32300","https://datasheet.lcsc.com/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-0201WMF5761TEE_C474187.pdf"
"C473466","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 20kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","20K","symbol:R0402","footprint:R0201","LCSC","C473466","UNI-ROYAL(Uniroyal Elec)","0201WMF2002TEE","C0201","20kΩ","50mW","±1%","31800","https://datasheet.lcsc.com/lcsc/2205312145_UNI-ROYAL-Uniroyal-Elec-0201WMF2002TEE_C473466.pdf"
"C170197","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 49.9Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","49R9","symbol:R0402","footprint:R0201","LCSC","C170197","Walsin Tech Corp","WR02X49R9FAL","C0201","49.9Ω","50mW","±1%","31550","https://datasheet.lcsc.com/lcsc/2304140030_Walsin-Tech-Corp-WR02X49R9FAL_C170197.pdf"
"C142011","50mW Thick Film Resistors 25V ±5% ±200ppm/℃ 22Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","22R","symbol:R0402","footprint:R0201","LCSC","C142011","YAGEO","RC0201JR-0722RL","C0201","22Ω","50mW","±5%","30900","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201JR-0722RL_C142011.pdf"
"C270336","50mW Thick Film Resistors 25V ±5% ±200ppm/℃ 100Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","100R","symbol:R0402","footprint:R0201","LCSC","C270336","UNI-ROYAL(Uniroyal Elec)","0201WMJ0101TEE","C0201","100Ω","50mW","±5%","30000","https://datasheet.lcsc.com/lcsc/2205311945_UNI-ROYAL-Uniroyal-Elec-0201WMJ0101TEE_C270336.pdf"
"C274871","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 300kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","300K","symbol:R0402","footprint:R0201","LCSC","C274871","YAGEO","RC0201FR-07300KL","C0201","300kΩ","50mW","±1%","29903","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC0201FR-07300KL_C274871.pdf"
"C270345","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 47kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","47K","symbol:R0402","footprint:R0201","LCSC","C270345","UNI-ROYAL(Uniroyal Elec)","0201WMF4702TEE","C0201","47kΩ","50mW","±1%","30200","https://datasheet.lcsc.com/lcsc/2205311945_UNI-ROYAL-Uniroyal-Elec-0201WMF4702TEE_C270345.pdf"
"C18164345","50mW Thick Film Resistors ±5% 15kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","15K","symbol:R0402","footprint:R0201","LCSC","C18164345","FOJAN","FRC0201J153 TS","C0201","15kΩ","50mW","±5%","29600","https://datasheet.lcsc.com/lcsc/2309141018_FOJAN-FRC0201J153-TS_C18164345.pdf"
"C423470","50mW Thick Film Resistors 25V ±1% 604Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","604R","symbol:R0402","footprint:R0201","LCSC","C423470","UNI-ROYAL(Uniroyal Elec)","0201WMF6040TEE","C0201","604Ω","50mW","±1%","29600","https://datasheet.lcsc.com/lcsc/2306071622_UNI-ROYAL-Uniroyal-Elec-0201WMF6040TEE_C423470.pdf"
"C18164336","50mW Thick Film Resistors ±1% 4.99kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","4K99","symbol:R0402","footprint:R0201","LCSC","C18164336","FOJAN","FRC0201F4991TS","C0201","4.99kΩ","50mW","±1%","29200","https://datasheet.lcsc.com/lcsc/2309141018_FOJAN-FRC0201F4991TS_C18164336.pdf"
"C423792","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 10.2Ω 0201  Chip Resistor - Surface Mount ROHS","Resistor","10R2","symbol:R0402","footprint:R0201","LCSC","C423792","UNI-ROYAL(Uniroyal Elec)","0201WMF102JTEE","C0201","10.2Ω","50mW","±1%","29200","https://datasheet.lcsc.com/lcsc/2205312145_UNI-ROYAL-Uniroyal-Elec-0201WMF102JTEE_C423792.pdf"
"C18164351","50mW Thick Film Resistors ±1% 8.2kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","8K2","symbol:R0402","footprint:R0201","LCSC","C18164351","FOJAN","FRC0201F8201TS","C0201","8.2kΩ","50mW","±1%","29400","https://datasheet.lcsc.com/lcsc/2309141018_FOJAN-FRC0201F8201TS_C18164351.pdf"
"C270342","50mW Thick Film Resistors 25V ±1% ±200ppm/℃ 511kΩ 0201  Chip Resistor - Surface Mount ROHS","Resistor","511K","symbol:R0402","footprint:R0201","LCSC","C270342","UNI-ROYAL(Uniroyal Elec)","0201WMF5113TEE","C0201","511kΩ","50mW","±1%","29400","https://datasheet.lcsc.com/lcsc/2205311945_UNI-ROYAL-Uniroyal-Elec-0201WMF5113TEE_C270342.pdf"
