"PartID","Description","Category","Value","Symbol","Footprint","Distributor","Distributor Part#","Manufacturer","Manufacturer Part#","Package","Resistance","Power","Tolerance","Stock","Datasheet"
"C2930442","333.333mW Thick Film Resistors 200V ±5% ±200ppm/℃ 3Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","3R","symbol:R0402","footprint:R1210","LCSC","C2930442","FOJAN","FRC1210J3R0TS","C1210","3Ω","333.333mW","±5%","58000","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J3R0TS_C2930442.pdf"
"C474103","500mW Thick Film Resistors 200V ±5% 0Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","0R","symbol:R0402","footprint:R1210","LCSC","C474103","UNI-ROYAL(Uniroyal Elec)","1210W2J0000T5E","C1210","0Ω","500mW","±5%","57800","https://datasheet.lcsc.com/lcsc/2206011100_UNI-ROYAL-Uniroyal-Elec-1210W2J0000T5E_C474103.pdf"
"C3000567","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 91Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","91R","symbol:R0402","footprint:R1210","LCSC","C3000567","FOJAN","FRC1210J910TS","C1210","91Ω","333.333mW","±5%","55500","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J910TS_C3000567.pdf"
"C2934328","333.333mW Thick Film Resistors 500V ±5% ±300ppm/℃ 270mΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","270mR","symbol:R0402","footprint:R1210","LCSC","C2934328","FOJAN","FRL1210JR270TS","C1210","270mΩ","333.333mW","±5%","55150","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRL1210JR270TS_C2934328.pdf"
"C2960734","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 27Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","27R","symbol:R0402","footprint:R1210","LCSC","C2960734","FOJAN","FRC1210F27R0TS","C1210","27Ω","333.333mW","±1%","55100","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F27R0TS_C2960734.pdf"
"C5204028","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 43kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","43K","symbol:R0402","footprint:R1210","LCSC","C5204028","FOJAN","FRC1210F4302TS","C1210","43kΩ","333.333mW","±1%","53450","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F4302TS_C5204028.pdf"
"C2933825","333.333mW Thick Film Resistors 200V ±1% ±200ppm/℃ 8.2Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","8R2","symbol:R0402","footprint:R1210","LCSC","C2933825","FOJAN","FRC1210F8R20TS","C1210","8.2Ω","333.333mW","±1%","51900","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210F8R20TS_C2933825.pdf"
"C2907546","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 200Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","200R","symbol:R0402","footprint:R1210","LCSC","C2907546","FOJAN","FRC1210J201 TS","C1210","200Ω","333.333mW","±5%","50400","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J201-TS_C2907546.pdf"
"C2960766","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 82Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","82R","symbol:R0402","footprint:R1210","LCSC","C2960766","FOJAN","FRC1210J820 TS","C1210","82Ω","333.333mW","±5%","49700","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J820-TS_C2960766.pdf"
"C2933815","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 24Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","24R","symbol:R0402","footprint:R1210","LCSC","C2933815","FOJAN","FRC1210F24R0TS","C1210","24Ω","333.333mW","±1%","49650","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210F24R0TS_C2933815.pdf"
"C2933867","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 5.1kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","5K1","symbol:R0402","footprint:R1210","LCSC","C2933867","FOJAN","FRC1210J512 TS","C1210","5.1kΩ","333.333mW","±5%","48300","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210J512-TS_C2933867.pdf"
"C2933824","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 6.2kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","6K2","symbol:R0402","footprint:R1210","LCSC","C2933824","FOJAN","FRC1210F6201TS","C1210","6.2kΩ","333.333mW","±1%","48400","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210F6201TS_C2933824.pdf"
"C2960845","333.333mW Thick Film Resistors 200V ±1% ±200ppm/℃ 1.5Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","1R5","symbol:R0402","footprint:R1210","LCSC","C2960845","FOJAN","FRC1210F1R50TS","C1210","1.5Ω","333.333mW","±1%","48150","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F1R50TS_C2960845.pdf"
"C2974059","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 10kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","10K","symbol:R0402","footprint:R1210","LCSC","C2974059","FOJAN","FRC1210F1002TS","C1210","10kΩ","333.333mW","±1%","46550","https://datasheet.lcsc.com/lcsc/2202151130_FOJAN-FRC1210F1002TS_C2974059.pdf"
"C2960742","333.333mW Thick Film Resistors 200V ±5% ±200ppm/℃ 6.2Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","6R2","symbol:R0402","footprint:R1210","LCSC","C2960742","FOJAN","FRC1210J6R2 TS","C1210","6.2Ω","333.333mW","±5%","43700","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J6R2-TS_C2960742.pdf"
"C2960904","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 470kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","470K","symbol:R0402","footprint:R1210","LCSC","C2960904","FOJAN","FRC1210J474 TS","C1210","470kΩ","333.333mW","±5%","43700","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J474-TS_C2960904.pdf"
"C3000695","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 75Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","75R","symbol:R0402","footprint:R1210","LCSC","C3000695","FOJAN","FRC1210J750TS","C1210","75Ω","333.333mW","±5%","43300","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J750TS_C3000695.pdf"
"C3000591","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 220Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","220R","symbol:R0402","footprint:R1210","LCSC","C3000591","FOJAN","FRC1210F2200TS","C1210","220Ω","333.333mW","±1%","43600","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F2200TS_C3000591.pdf"
"C2930446","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 56Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","56R","symbol:R0402","footprint:R1210","LCSC","C2930446","FOJAN","FRC1210J560TS","C1210","56Ω","333.333mW","±5%","43100","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J560TS_C2930446.pdf"
"C2960858","333.333mW Thick Film Resistors 500V ±5% ±300ppm/℃ 470mΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","470mR","symbol:R0402","footprint:R1210","LCSC","C2960858","FOJAN","FRL1210JR470TS","C1210","470mΩ","333.333mW","±5%","42900","https://datasheet.lcsc.com/lcsc/2201181800_FOJAN-FRL1210JR470TS_C2960858.pdf"
"C2930447","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 6.2kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","6K2","symbol:R0402","footprint:R1210","LCSC","C2930447","FOJAN","FRC1210J622TS","C1210","6.2kΩ","333.333mW","±5%","42300","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J622TS_C2930447.pdf"
"C2960666","333.333mW Thick Film Resistors 200V ±5% ±200ppm/℃ 1.5Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","1R5","symbol:R0402","footprint:R1210","LCSC","C2960666","FOJAN","FRC1210J1R5 TS","C1210","1.5Ω","333.333mW","±5%","40500","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J1R5-TS_C2960666.pdf"
"C2933833","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 120Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","120R","symbol:R0402","footprint:R1210","LCSC","C2933833","FOJAN","FRC1210J121 TS","C1210","120Ω","333.333mW","±5%","40300","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210J121-TS_C2933833.pdf"
"C2907551","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 36kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","36K","symbol:R0402","footprint:R1210","LCSC","C2907551","FOJAN","FRC1210J363 TS","C1210","36kΩ","333.333mW","±5%","39400","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J363-TS_C2907551.pdf"
"C2933827","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 100Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","100R","symbol:R0402","footprint:R1210","LCSC","C2933827","FOJAN","FRC1210J101 TS","C1210","100Ω","333.333mW","±5%","39000","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210J101-TS_C2933827.pdf"
"C2999580","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 39Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","39R","symbol:R0402","footprint:R1210","LCSC","C2999580","FOJAN","FRC1210F39R0TS","C1210","39Ω","333.333mW","±1%","39250","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F39R0TS_C2999580.pdf"
"C2999504","333.333mW Thick Film Resistors 200V ±200ppm/℃ ±1% 2.7Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","2R7","symbol:R0402","footprint:R1210","LCSC","C2999504","FOJAN","FRC1210F2R70TS","C1210","2.7Ω","333.333mW","±1%","38700","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F2R70TS_C2999504.pdf"
"C2960668","333.333mW Thick Film Resistors 500V ±1% ±200ppm/℃ 500mΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","500mR","symbol:R0402","footprint:R1210","LCSC","C2960668","FOJAN","FRL1210FR500TS","C1210","500mΩ","333.333mW","±1%","38550","https://datasheet.lcsc.com/lcsc/2201181800_FOJAN-FRL1210FR500TS_C2960668.pdf"
"C2933822","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 5.1kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","5K1","symbol:R0402","footprint:R1210","LCSC","C2933822","FOJAN","FRC1210F5101TS","C1210","5.1kΩ","333.333mW","±1%","38500","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210F5101TS_C2933822.pdf"
"C270882","500mW Thick Film Resistors 200V ±800ppm/℃ ±1% 0Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","0R","symbol:R0402","footprint:R1210","LCSC","C270882","UNI-ROYAL(Uniroyal Elec)","1210W2F0000T5E","C1210","0Ω","500mW","±1%","38350","https://datasheet.lcsc.com/lcsc/2205312300_UNI-ROYAL-Uniroyal-Elec-1210W2F0000T5E_C270882.pdf"
"C5126021","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 18kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","18K","symbol:R0402","footprint:R1210","LCSC","C5126021","FOJAN","FRC1210J183 TS","C1210","18kΩ","333.333mW","±5%","37900","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J183-TS_C5126021.pdf"
"C59292","500mW Thick Film Resistors 200V ±100ppm/℃ ±1% 64.9kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","64K9","symbol:R0402","footprint:R1210","LCSC","C59292","UNI-ROYAL(Uniroyal Elec)","1210W2F6492T5E","C1210","64.9kΩ","500mW","±1%","37800","https://datasheet.lcsc.com/lcsc/2205312345_UNI-ROYAL-Uniroyal-Elec-1210W2F6492T5E_C59292.pdf"
"C3013280","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 470Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","470R","symbol:R0402","footprint:R1210","LCSC","C3013280","FOJAN","FRC1210F4700TS","C1210","470Ω","333.333mW","±1%","37350","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F4700TS_C3013280.pdf"
"C2933805","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 150Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","150R","symbol:R0402","footprint:R1210","LCSC","C2933805","FOJAN","FRC1210F1500TS","C1210","150Ω","333.333mW","±1%","37250","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210F1500TS_C2933805.pdf"
"C2933858","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 300Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","300R","symbol:R0402","footprint:R1210","LCSC","C2933858","FOJAN","FRC1210J301 TS","C1210","300Ω","333.333mW","±5%","34100","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210J301-TS_C2933858.pdf"
"C2907552","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 47Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","47R","symbol:R0402","footprint:R1210","LCSC","C2907552","FOJAN","FRC1210J470 TS","C1210","47Ω","333.333mW","±5%","34000","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J470-TS_C2907552.pdf"
"C351988","330mW Thick Film Resistors 200V ±100ppm/℃ ±1% 1.3kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","1K3","symbol:R0402","footprint:R1210","LCSC","C351988","RESI","AECR1210F1K30K9","C1210","1.3kΩ","330mW","±1%","33700","https://datasheet.lcsc.com/lcsc/2304140030_RESI-AECR1210F1K30K9_C351988.pdf"
"C2960857","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 15Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","15R","symbol:R0402","footprint:R1210","LCSC","C2960857","FOJAN","FRC1210F15R0TS","C1210","15Ω","333.333mW","±1%","33350","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F15R0TS_C2960857.pdf"
"C2960888","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 220kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","220K","symbol:R0402","footprint:R1210","LCSC","C2960888","FOJAN","FRC1210J224 TS","C1210","220kΩ","333.333mW","±5%","32800","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J224-TS_C2960888.pdf"
"C2907548","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 3.3kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","3K3","symbol:R0402","footprint:R1210","LCSC","C2907548","FOJAN","FRC1210J332 TS","C1210","3.3kΩ","333.333mW","±5%","32600","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J332-TS_C2907548.pdf"
"C2933799","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 100Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","100R","symbol:R0402","footprint:R1210","LCSC","C2933799","FOJAN","FRC1210F1000TS","C1210","100Ω","333.333mW","±1%","32900","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210F1000TS_C2933799.pdf"
"C2934335","333.333mW Thick Film Resistors 500V ±5% ±300ppm/℃ 500mΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","500mR","symbol:R0402","footprint:R1210","LCSC","C2934335","FOJAN","FRL1210JR500TS","C1210","500mΩ","333.333mW","±5%","32550","https://datasheet.lcsc.com/lcsc/2201181800_FOJAN-FRL1210JR500TS_C2934335.pdf"
"C3013273","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 15kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","15K","symbol:R0402","footprint:R1210","LCSC","C3013273","FOJAN","FRC1210F1502TS","C1210","15kΩ","333.333mW","±1%","32550","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F1502TS_C3013273.pdf"
"C351900","330mW Thick Film Resistors 200V ±100ppm/℃ ±1% 680kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","680K","symbol:R0402","footprint:R1210","LCSC","C351900","RESI","AECR1210F680KK9","C1210","680kΩ","330mW","±1%","32660","https://datasheet.lcsc.com/lcsc/2304140030_RESI-AECR1210F680KK9_C351900.pdf"
"C3013282","333.333mW Thick Film Resistors 200V ±200ppm/℃ ±1% 5.6Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","5R6","symbol:R0402","footprint:R1210","LCSC","C3013282","FOJAN","FRC1210F5R60TS","C1210","5.6Ω","333.333mW","±1%","31300","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F5R60TS_C3013282.pdf"
"C2933844","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 20kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","20K","symbol:R0402","footprint:R1210","LCSC","C2933844","FOJAN","FRC1210J203 TS","C1210","20kΩ","333.333mW","±5%","30600","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210J203-TS_C2933844.pdf"
"C2933819","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 33Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","33R","symbol:R0402","footprint:R1210","LCSC","C2933819","FOJAN","FRC1210F33R0TS","C1210","33Ω","333.333mW","±1%","30900","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210F33R0TS_C2933819.pdf"
"C2960672","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 30kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","30K","symbol:R0402","footprint:R1210","LCSC","C2960672","FOJAN","FRC1210J303 TS","C1210","30kΩ","333.333mW","±5%","29800","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J303-TS_C2960672.pdf"
"C2960928","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 2.2kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","2K2","symbol:R0402","footprint:R1210","LCSC","C2960928","FOJAN","FRC1210J222 TS","C1210","2.2kΩ","333.333mW","±5%","29500","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J222-TS_C2960928.pdf"
"C620660","500mW Thick Film Resistors 200V ±100ppm/℃ ±1% 100kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","100K","symbol:R0402","footprint:R1210","LCSC","C620660","UNI-ROYAL(Uniroyal Elec)","1210W2F1003T5E","C1210","100kΩ","500mW","±1%","29350","https://datasheet.lcsc.com/lcsc/2205311816_UNI-ROYAL-Uniroyal-Elec-1210W2F1003T5E_C620660.pdf"
"C3000601","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 1.3kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","1K3","symbol:R0402","footprint:R1210","LCSC","C3000601","FOJAN","FRC1210J132TS","C1210","1.3kΩ","333.333mW","±5%","29100","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J132TS_C3000601.pdf"
"C2930449","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 7.5kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","7K5","symbol:R0402","footprint:R1210","LCSC","C2930449","FOJAN","FRC1210J752TS","C1210","7.5kΩ","333.333mW","±5%","28400","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J752TS_C2930449.pdf"
"C2933820","333.333mW Thick Film Resistors 200V ±1% ±200ppm/℃ 3.6Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","3R6","symbol:R0402","footprint:R1210","LCSC","C2933820","FOJAN","FRC1210F3R60TS","C1210","3.6Ω","333.333mW","±1%","27350","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210F3R60TS_C2933820.pdf"
"C2933866","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 470Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","470R","symbol:R0402","footprint:R1210","LCSC","C2933866","FOJAN","FRC1210J471 TS","C1210","470Ω","333.333mW","±5%","27000","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210J471-TS_C2933866.pdf"
"C728368","500mW Thick Film Resistors 200V ±100ppm/℃ ±1% 20kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","20K","symbol:R0402","footprint:R1210","LCSC","C728368","YAGEO","RC1210FR-0720KL","C1210","20kΩ","500mW","±1%","27300","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RC1210FR-0720KL_C728368.pdf"
"C3013277","333.333mW Thick Film Resistors 200V ±200ppm/℃ ±1% 2.2Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","2R2","symbol:R0402","footprint:R1210","LCSC","C3013277","FOJAN","FRC1210F2R20TS","C1210","2.2Ω","333.333mW","±1%","24600","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F2R20TS_C3013277.pdf"
"C2907544","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 10Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","10R","symbol:R0402","footprint:R1210","LCSC","C2907544","FOJAN","FRC1210J100 TS","C1210","10Ω","333.333mW","±5%","24100","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J100-TS_C2907544.pdf"
"C5153983","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 3.6kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","3K6","symbol:R0402","footprint:R1210","LCSC","C5153983","FOJAN","FRC1210F3601TS","C1210","3.6kΩ","333.333mW","±1%","24350","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F3601TS_C5153983.pdf"
"C3000657","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±1% 470kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","470K","symbol:R0402","footprint:R1210","LCSC","C3000657","FOJAN","FRC1210F4703TS","C1210","470kΩ","333.333mW","±1%","24150","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210F4703TS_C3000657.pdf"
"C3000689","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 150kΩ 1210  Chip Resistor - Surface Mount ROHS","Resistor","150K","symbol:R0402","footprint:R1210","LCSC","C3000689","FOJAN","FRC1210J154TS","C1210","150kΩ","333.333mW","±5%","23800","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1210J154TS_C3000689.pdf"
"C2933836","333.333mW Thick Film Resistors 200V ±100ppm/℃ ±5% 15Ω 1210  Chip Resistor - Surface Mount ROHS","Resistor","15R","symbol:R0402","footprint:R1210","LCSC","C2933836","FOJAN","FRC1210J150 TS","C1210","15Ω","333.333mW","±5%","23700","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210J150-TS_C2933836.pdf"
